DEPT,DVER,BDIA,ROPA,HKLA,HKLX,WOBA,TQA,TQX,RPMA,RPMB,SPPA,TVA,MFIA,MFOA,MDIA,MDOA,MTIA,MTOA,ECDT,BDTI,BDDI,BRVC,TCTI,FPPG,DXC,GASX,HSX,MTHA,ETHA,PRPA,IBTA,NBTA,IPNA,NPNA,C1C2,C1C3,C1C4,C1C5,LITH
1663,1616.91,12.25,9.15,133.97,None,0.77,9.57,None,None,170.0,177.6,54.46,3515.23,28,1.4,1.39,16.37,-2.4,None,14.31,303.55,302.79,24.8,None,0.69,-0.1,None,2637,8,2,1,0,2,0,329.6,1318.5,2637.0,1318.5,600.0
1664,1617.82,12.25,9.19,134.01,None,0.73,9.57,None,None,169.0,177.4,54.44,3515.16,28,1.4,1.39,16.35,4.03,None,14.36,304.55,303.78,24.88,None,0.69,-0.1,None,2657,8,2,1,0,1,0,332.1,1328.5,2657.0,2657.0,600.0
1665,1618.72,12.25,9.19,133.89,None,0.85,9.81,None,None,169.0,177.3,54.54,3515.1,28,1.4,1.39,16.35,-67.46,None,14.41,305.55,304.78,24.96,None,0.73,-0.1,None,2606,7,2,1,0,2,0,372.3,1303.0,2606.0,1303.0,600.0
1666,1619.62,12.25,5.17,134.14,None,1.23,8.66,None,None,170.0,178.2,53.99,3514.94,28,1.4,1.39,16.4,-10.04,None,14.45,306.55,305.78,25.04,None,0.79,-0.1,None,2146,6,2,1,0,2,1,357.7,1073.0,2146.0,1073.0,600.0
1667,1620.52,12.25,21.41,134.72,None,1.18,10.39,None,None,170.0,178.6,53.63,3514.81,28,1.4,1.39,16.41,-0.06,None,14.5,307.55,306.78,25.13,None,0.61,-0.1,None,1851,7,2,1,0,2,1,264.4,925.5,1851.0,925.5,600.0
1668,1621.42,12.25,21.26,134.53,None,1.38,10.47,None,None,169.0,178.7,54.38,3514.99,28,1.4,1.39,16.4,-26.84,None,14.55,308.55,307.78,25.21,None,0.62,-0.1,None,3031,8,2,1,0,2,0,378.9,1515.5,3031.0,1515.5,600.0
1669,1622.32,12.25,21.47,134.48,None,1.43,10.63,None,None,169.0,178.7,60.13,3514.84,28,1.4,1.39,16.41,-54.75,None,14.6,309.55,308.78,25.29,None,0.62,-0.1,None,3588,9,2,0,0,2,0,398.7,1794.0,None,1794.0,600.0
1670,1623.22,12.25,21.38,134.63,None,1.28,10.21,None,None,169.0,178.7,60.34,3514.95,28,1.4,1.39,16.42,-18.63,None,14.64,310.55,309.78,25.37,None,0.61,-0.1,None,3714,9,2,1,0,2,0,412.7,1857.0,3714.0,1857.0,600.0
1671,1624.12,12.25,21.39,134.74,None,1.17,10.25,None,None,169.0,178.5,60.09,3515.03,28,1.4,1.39,16.42,0.55,None,14.69,311.55,310.78,25.45,None,0.6,-0.1,None,3714,9,2,1,0,2,0,412.7,1857.0,3714.0,1857.0,600.0
1672,1625.03,12.25,21.21,134.62,None,1.28,10.54,None,None,169.0,178.3,59.65,3515.06,28,1.41,1.39,16.43,19.9,None,14.74,312.55,311.78,25.54,None,0.61,-0.1,None,3676,9,2,0,0,2,0,408.4,1838.0,None,1838.0,600.0
1673,1625.93,12.25,20.36,134.52,None,1.39,10.76,None,None,169.0,178.6,59.65,3515.06,28,1.41,1.39,16.45,-2.74,None,14.78,313.55,312.78,25.62,None,0.62,-0.1,None,3824,9,2,1,0,2,0,424.9,1912.0,3824.0,1912.0,600.0
1674,1626.83,12.25,20.95,134.38,None,1.53,10.7,None,None,169.0,178.9,59.75,3514.91,28,1.4,1.39,16.44,3.71,None,14.83,314.55,313.78,25.7,None,0.63,-0.1,None,4034,9,2,1,0,1,0,448.2,2017.0,4034.0,4034.0,600.0
1675,1627.73,12.25,20.42,134.34,None,1.57,10.72,None,None,169.0,178.8,59.99,3515.1,28,1.41,1.39,16.52,-65.2,None,14.88,315.55,314.78,25.78,None,0.64,-0.1,None,4132,9,2,0,0,2,0,459.1,2066.0,None,2066.0,600.0
1676,1628.63,12.25,20.56,134.44,None,1.47,10.82,None,None,169.0,178.8,60.04,3515.06,28,1.41,1.39,16.53,None,None,14.93,316.55,315.78,25.86,None,0.63,-0.1,None,4132,9,2,1,0,2,0,459.1,2066.0,4132.0,2066.0,600.0
1677,1629.54,12.25,20.6,134.48,None,1.43,10.61,None,None,169.0,178.8,60.06,3514.96,28,1.41,1.39,16.51,-104.05,None,14.97,317.55,316.78,25.94,None,0.63,-0.1,None,4002,9,2,0,0,2,0,444.7,2001.0,None,2001.0,600.0
1678,1630.44,12.25,20.72,134.42,None,1.49,10.58,None,None,169.0,178.5,60.06,3515.04,28,1.4,1.39,16.49,-15.5,None,15.02,318.55,317.77,26.03,None,0.63,-0.1,None,4074,9,2,1,0,2,0,452.7,2037.0,4074.0,2037.0,600.0
1679,1631.34,12.25,20.59,134.42,None,1.49,10.58,None,None,169.0,178.6,60.11,3514.95,29,1.4,1.39,16.48,13.59,None,15.07,319.55,318.77,26.11,None,0.63,-0.1,None,4097,9,2,0,0,2,0,455.2,2048.5,None,2048.5,600.0
1680,1632.24,12.25,20.52,134.54,None,1.37,10.38,None,None,170.0,178.8,60.0,3514.95,29,1.4,1.39,16.51,6.85,None,15.11,320.55,319.77,26.19,None,0.62,-0.1,None,4163,9,2,0,0,2,0,462.6,2081.5,None,2081.5,600.0
1681,1633.14,12.25,19.65,134.63,None,1.27,10.16,None,None,170.0,178.8,59.9,3514.98,29,1.4,1.39,16.52,16.18,None,15.16,321.54,320.77,26.27,None,0.62,-0.1,None,4023,9,2,0,0,2,0,447.0,2011.5,None,2011.5,600.0
1682,1634.04,12.25,19.71,134.49,None,1.42,10.67,None,None,169.0,178.7,59.85,3514.87,29,1.4,1.39,16.51,21.2,None,15.21,322.54,321.77,26.35,None,0.63,-0.1,None,4360,10,2,2,0,2,0,436.0,2180.0,2180.0,2180.0,600.0
1683,1634.94,12.25,20.05,134.45,None,1.46,10.51,None,None,169.0,178.6,59.63,3514.92,29,1.4,1.39,16.54,-2.53,None,15.26,323.54,322.77,26.44,None,0.63,-0.1,None,5040,13,3,1,0,2,0,387.7,1680.0,5040.0,2520.0,600.0
1684,1635.85,12.25,19.84,134.3,None,1.61,10.87,None,None,169.0,178.4,59.33,3514.99,29,1.41,1.39,16.56,-0.01,None,15.3,324.54,323.77,26.52,None,0.64,-0.1,None,5131,13,3,1,0,2,0,394.7,1710.3,5131.0,2565.5,600.0
1685,1636.75,12.25,19.81,134.61,None,1.3,10.07,None,None,169.0,178.2,59.23,3515.02,28,1.41,1.39,16.55,22.17,None,15.35,325.54,324.77,26.6,None,0.62,-0.1,None,5061,12,3,1,0,2,0,421.8,1687.0,5061.0,2530.5,600.0
1686,1637.65,12.25,19.84,134.65,None,1.25,9.93,None,None,169.0,178.4,59.16,3515.14,28,1.41,1.39,16.57,20.7,None,15.4,326.54,325.77,26.68,None,0.62,-0.1,None,4747,11,3,1,0,2,0,431.5,1582.3,4747.0,2373.5,600.0
1687,1638.55,12.25,19.65,134.59,None,1.32,9.96,None,None,170.0,177.9,59.04,3515.06,29,1.41,1.39,16.59,-10.45,None,15.45,327.54,326.77,26.76,None,0.62,-0.1,None,4580,12,3,1,0,2,0,381.7,1526.7,4580.0,2290.0,600.0
1688,1639.45,12.25,19.41,134.54,None,1.38,10.13,None,None,170.0,177.5,58.94,3515.09,29,1.41,1.39,16.6,-49.5,None,15.49,328.54,327.77,26.84,None,0.63,-0.1,None,4618,12,3,1,0,2,0,384.8,1539.3,4618.0,2309.0,600.0
1689,1640.36,12.25,19.41,134.54,None,1.37,10.14,None,None,169.0,177.8,58.79,3515.12,29,1.41,1.39,16.6,-10.64,None,15.54,329.54,328.77,26.93,None,0.63,-0.1,None,4838,13,3,1,0,2,0,372.2,1612.7,4838.0,2419.0,600.0
1690,1641.26,12.25,20.17,134.57,None,1.34,10.14,None,None,169.0,177.9,58.7,3515.04,28,1.41,1.39,16.58,0.83,None,15.59,330.54,329.77,27.01,None,0.62,-0.1,None,5082,14,3,2,0,2,0,363.0,1694.0,2541.0,2541.0,600.0
1691,1642.16,12.25,20.11,134.55,None,1.37,10.28,None,None,169.0,177.8,58.68,3515.0,28,1.41,1.39,16.55,17.25,None,15.63,331.54,330.77,27.09,None,0.62,-0.1,None,5207,14,3,2,0,2,0,371.9,1735.7,2603.5,2603.5,600.0
1692,1643.06,12.25,19.94,134.68,None,1.22,10.11,None,None,169.0,177.6,58.55,3515.12,28,1.41,1.39,16.52,6.19,None,15.68,332.54,331.76,27.17,None,0.61,-0.1,None,5224,14,3,1,0,2,0,373.1,1741.3,5224.0,2612.0,600.0
1693,1643.96,12.25,20.28,134.63,None,1.27,10.13,None,None,169.0,177.2,58.36,3515.06,28,1.41,1.39,16.53,21.32,None,15.73,333.54,332.76,27.25,None,0.62,-0.1,None,5057,13,3,1,1,2,0,389.0,1685.7,5057.0,2528.5,600.0
1694,1644.86,12.25,19.94,134.59,None,1.32,10.13,None,None,169.0,177.5,58.31,3515.11,28,1.41,1.39,16.53,-27.69,None,15.78,334.54,333.76,27.34,None,0.62,-0.1,None,4931,13,3,1,1,1,0,379.3,1643.7,4931.0,4931.0,600.0
1695,1645.76,12.25,19.72,134.53,None,1.38,10.18,None,None,169.0,177.5,58.22,3514.99,29,1.41,1.39,16.53,-38.24,None,15.82,335.54,334.76,27.42,None,0.63,-0.1,None,4909,13,3,1,0,2,0,377.6,1636.3,4909.0,2454.5,600.0
1696,1646.67,12.25,18.95,134.46,None,1.45,10.36,None,None,169.0,177.2,58.06,3515.07,29,1.41,1.39,16.55,-86.85,None,15.87,336.54,335.76,27.5,None,0.64,-0.1,None,4877,13,3,1,0,2,0,375.2,1625.7,4877.0,2438.5,600.0
1697,1647.57,12.25,19.2,134.5,None,1.42,10.43,None,None,169.0,177.2,57.98,3515.01,29,1.4,1.39,16.54,-17.76,None,15.92,337.54,336.76,27.58,None,0.63,-0.1,None,4891,13,3,1,0,2,0,376.2,1630.3,4891.0,2445.5,600.0
1698,1648.47,12.25,19.3,134.64,None,1.26,10.26,None,None,169.0,177.2,57.89,3515.05,28,1.41,1.21,16.55,-115.1,None,15.97,338.54,337.76,27.66,None,0.62,-0.1,None,5871,14,4,1,0,2,0,419.4,1467.8,5871.0,2935.5,600.0
1699,1649.37,12.25,19.19,134.52,None,1.39,10.19,None,None,170.0,177.5,57.74,3514.85,28,1.41,1.39,16.55,-119.95,None,16.01,339.54,338.76,27.75,None,0.63,-0.1,None,4918,13,3,1,0,2,0,378.3,1639.3,4918.0,2459.0,600.0
1700,1650.27,12.25,19.2,134.66,None,1.24,10.14,None,None,170.0,177.1,57.7,3514.95,28,1.41,1.39,16.54,-366.27,None,16.06,340.54,339.76,27.83,None,0.62,-0.1,None,5143,13,3,1,0,2,0,395.6,1714.3,5143.0,2571.5,600.0
1701,1651.17,12.25,20.04,134.59,None,1.32,10.07,None,None,169.0,177.4,57.53,3514.94,28,1.41,1.39,16.54,-92.57,None,16.11,341.53,340.76,27.91,None,0.62,-0.1,None,5407,14,3,1,0,2,0,386.2,1802.3,5407.0,2703.5,600.0
1702,1652.08,12.25,23.28,134.37,None,1.54,10.29,None,None,169.0,177.2,57.46,3514.97,28,1.41,1.39,16.55,-62.27,None,16.15,342.53,341.76,27.99,None,0.62,-0.1,None,5582,14,3,1,0,2,0,398.7,1860.7,5582.0,2791.0,600.0
1703,1652.98,12.25,23.13,134.42,None,1.49,10.43,None,None,169.0,177.2,57.36,3514.89,28,1.4,1.39,16.55,-49.04,None,16.2,343.53,342.76,28.07,None,0.62,-0.1,None,5596,14,3,1,0,2,0,399.7,1865.3,5596.0,2798.0,600.0
1704,1653.88,12.25,22.59,134.52,None,1.39,10.36,None,None,170.0,177.2,57.34,3515.29,28,1.4,1.39,16.54,-32.83,None,16.25,344.53,343.76,28.15,None,0.61,-0.1,None,5595,14,3,1,0,2,0,399.6,1865.0,5595.0,2797.5,600.0
1705,1654.78,12.25,23.21,134.54,None,1.38,10.44,None,None,169.0,177.5,62.13,3515.18,28,1.4,1.39,16.52,-70.53,None,16.3,345.53,344.76,28.24,None,0.61,-0.1,None,5521,14,3,1,0,2,0,394.4,1840.3,5521.0,2760.5,600.0
1706,1655.68,12.25,11.3,134.53,None,1.71,9.61,None,None,170.0,177.7,66.78,3515.01,28,1.41,1.39,16.51,-235.76,None,16.34,346.53,345.75,28.32,None,0.72,-0.1,None,5386,14,3,2,1,5,1,384.7,1795.3,2693.0,1077.2,600.0
1707,1656.58,12.25,10.92,136.38,None,0.69,10.11,None,None,169.0,158.5,64.66,3276.92,27,1.41,1.39,16.46,13.78,None,16.39,347.53,346.75,28.4,None,0.68,-0.1,None,2251,8,2,1,0,2,0,281.4,1125.5,2251.0,1125.5,600.0
1708,1657.48,12.25,10.86,136.5,None,0.58,9.89,None,None,170.0,166.7,64.76,3373.6,27,1.41,1.39,16.47,5.51,None,16.44,348.53,347.75,28.48,None,0.68,-0.1,None,2713,9,2,1,0,3,0,301.4,1356.5,2713.0,904.3,600.0
1709,1658.39,12.25,17.1,136.25,None,0.83,9.93,None,None,170.0,178.8,64.08,3514.78,28,1.41,1.39,16.5,9.95,None,16.48,349.53,348.75,28.56,None,0.55,-0.1,None,2990,9,3,1,0,3,0,332.2,996.7,2990.0,996.7,600.0
1710,1659.29,12.25,37.34,135.54,None,1.54,10.9,None,None,170.0,178.7,63.93,3514.77,28,1.41,1.39,16.52,26.45,None,16.53,350.53,349.75,28.65,None,0.56,-0.1,None,3574,11,3,1,0,2,0,324.9,1191.3,3574.0,1787.0,600.0
1711,1660.19,12.25,36.88,135.58,None,1.5,10.81,None,None,169.0,179.1,63.86,3514.74,28,1.41,1.39,16.51,15.21,None,16.58,351.53,350.75,28.73,None,0.56,-0.1,None,4497,13,3,1,1,2,0,345.9,1499.0,4497.0,2248.5,600.0
1712,1661.09,12.25,36.88,135.3,None,1.78,11.44,None,None,169.0,179.0,63.82,3514.72,27,1.41,1.39,16.51,19.31,None,16.63,352.53,351.75,28.81,None,0.57,-0.1,None,5750,16,4,1,0,2,0,359.4,1437.5,5750.0,2875.0,600.0
1713,1662.0,12.25,36.5,135.2,None,1.88,11.5,None,None,170.0,179.0,63.9,3514.86,27,1.41,1.39,16.51,-11.71,None,16.67,353.53,352.75,28.89,None,0.58,-0.1,None,6277,16,4,1,0,2,0,392.3,1569.3,6277.0,3138.5,600.0
1714,1662.9,12.25,36.13,135.21,None,1.86,11.27,None,None,169.0,178.8,63.87,3514.82,27,1.41,1.39,16.51,-6.6,None,16.72,354.53,353.75,28.97,None,0.58,-0.1,None,6718,17,4,1,0,2,0,395.2,1679.5,6718.0,3359.0,600.0
1715,1663.8,12.25,36.12,135.44,None,1.63,11.03,None,None,169.0,178.9,63.83,3514.98,27,1.41,1.39,16.51,-71.85,None,16.77,355.53,354.75,29.05,None,0.57,-0.1,None,6857,17,4,1,0,2,0,403.4,1714.3,6857.0,3428.5,600.0
1716,1664.7,12.25,36.06,135.29,None,1.79,11.32,None,None,169.0,179.0,63.8,3514.77,27,1.41,1.39,16.51,-1.44,None,16.82,356.53,355.75,29.14,None,0.57,-0.1,None,7178,17,4,1,0,2,0,422.2,1794.5,7178.0,3589.0,600.0
1717,1665.6,12.25,36.06,135.23,None,2.35,11.3,None,None,169.0,179.1,63.82,3514.8,27,1.41,1.39,16.52,6.05,None,16.86,357.53,356.75,29.22,None,0.6,-0.1,None,7297,18,4,1,0,2,0,405.4,1824.3,7297.0,3648.5,600.0
1718,1666.51,12.25,35.83,135.15,None,2.94,11.49,None,None,170.0,178.9,63.8,3514.77,27,1.41,1.39,16.52,24.84,None,16.91,358.53,357.75,29.3,None,0.63,-0.1,None,7285,18,4,1,0,2,0,404.7,1821.3,7285.0,3642.5,600.0
1719,1667.41,12.25,36.06,135.36,None,2.73,11.06,None,None,170.0,178.8,63.79,3514.79,27,1.41,1.39,16.53,2.65,None,16.96,359.53,358.75,29.38,None,0.62,-0.1,None,7255,17,4,1,0,2,0,426.8,1813.8,7255.0,3627.5,600.0
1720,1668.31,12.25,35.74,135.33,None,2.76,11.27,None,None,170.0,179.1,63.8,3514.85,28,1.41,1.39,16.54,-11.44,None,17.0,360.53,359.74,29.46,None,0.63,-0.1,None,7260,17,4,1,0,2,0,427.1,1815.0,7260.0,3630.0,600.0
1721,1669.21,12.25,34.87,135.12,None,2.97,11.58,None,None,170.0,178.9,63.82,3514.89,28,1.41,1.39,16.54,24.6,None,17.05,361.52,360.74,29.55,None,0.64,-0.1,None,7260,16,4,1,0,1,0,453.8,1815.0,7260.0,7260.0,600.0
1722,1670.12,12.25,34.84,135.34,None,2.74,11.28,None,None,170.0,179.0,63.74,3514.91,28,1.41,1.39,16.53,8.35,None,17.1,362.52,361.74,29.63,None,0.63,-0.1,None,7306,16,4,1,0,0,0,456.6,1826.5,7306.0,None,600.0
1723,1671.02,12.25,34.79,135.37,None,2.71,11.28,None,None,170.0,179.1,63.75,3514.94,28,1.41,1.39,16.53,26.71,None,17.15,363.52,362.74,29.71,None,0.63,-0.1,None,7334,16,4,1,0,2,0,458.4,1833.5,7334.0,3667.0,600.0
1724,1671.92,12.25,33.77,134.79,None,3.29,11.74,None,None,169.0,179.3,63.72,3514.86,28,1.41,1.39,16.53,6.29,None,17.19,364.52,363.74,29.79,None,0.66,-0.1,None,7342,16,4,2,0,2,0,458.9,1835.5,3671.0,3671.0,600.0
1725,1672.82,12.25,35.11,135.05,None,3.04,11.45,None,None,170.0,179.0,63.69,3514.92,28,1.41,1.39,16.53,4.68,None,17.24,365.52,364.74,29.87,None,0.64,-0.1,None,7263,16,4,2,0,2,0,453.9,1815.8,3631.5,3631.5,600.0
1726,1673.73,12.25,35.18,135.11,None,2.98,11.38,None,None,169.0,178.9,63.63,3514.87,28,1.41,1.39,16.53,25.14,None,17.29,366.52,365.74,29.95,None,0.64,-0.1,None,7072,16,4,2,0,2,0,442.0,1768.0,3536.0,3536.0,600.0
1727,1674.63,12.25,34.74,135.23,None,2.85,11.24,None,None,169.0,179.2,63.63,3514.95,28,1.41,1.39,16.53,-10.89,None,17.33,367.52,366.74,30.04,None,0.63,-0.1,None,7105,16,4,2,0,2,0,444.1,1776.3,3552.5,3552.5,600.0
1728,1675.53,12.25,33.9,134.92,None,3.16,11.88,None,None,169.0,179.3,63.54,3515.12,28,1.41,1.39,16.54,-24.27,None,17.38,368.52,367.74,30.12,None,0.65,-0.1,None,7199,16,4,2,0,2,0,449.9,1799.8,3599.5,3599.5,600.0
1729,1676.43,12.25,34.11,134.95,None,3.13,11.79,None,None,170.0,179.2,63.55,3515.05,29,1.41,1.39,16.55,14.66,None,17.43,369.52,368.74,30.2,None,0.65,-0.1,None,7257,16,4,2,0,2,0,453.6,1814.3,3628.5,3628.5,600.0
1730,1677.34,12.25,35.14,135.21,None,2.88,11.51,None,None,170.0,179.1,63.56,3515.01,29,1.41,1.39,16.55,24.95,None,17.48,370.52,369.74,30.28,None,0.63,-0.1,None,7248,16,4,2,0,2,0,453.0,1812.0,3624.0,3624.0,600.0
1731,1678.24,12.25,35.24,135.2,None,2.89,11.89,None,None,169.0,179.3,63.48,3515.04,29,1.41,1.39,16.56,3.1,None,17.52,371.52,370.74,30.36,None,0.63,-0.1,None,6884,15,4,1,0,2,0,458.9,1721.0,6884.0,3442.0,600.0
1732,1679.14,12.25,34.82,135.21,None,2.87,11.63,None,None,169.0,179.1,63.43,3514.87,29,1.41,1.17,16.56,-775.7,None,17.57,372.52,371.74,30.45,None,0.63,-0.1,None,7084,14,3,1,0,2,0,506.0,2361.3,7084.0,3542.0,600.0
1733,1680.05,12.25,35.53,135.34,None,2.74,11.41,None,None,169.0,179.0,63.32,3514.99,29,1.41,1.39,16.56,5.93,None,17.62,373.52,372.74,30.53,None,0.62,-0.1,None,4273,13,3,1,0,2,0,328.7,1424.3,4273.0,2136.5,600.0
1734,1680.95,12.25,34.84,135.13,None,2.96,11.1,None,None,169.0,179.2,63.2,3514.91,29,1.41,1.39,16.57,-11.25,None,17.67,374.52,373.73,30.61,None,0.64,-0.1,None,5333,15,3,1,0,2,0,355.5,1777.7,5333.0,2666.5,600.0
1735,1681.85,12.25,34.92,135.03,None,3.05,11.88,None,None,169.0,178.9,63.15,3515.06,28,1.41,1.39,16.56,18.14,None,17.71,375.52,374.73,30.69,None,0.64,-0.1,None,5712,15,4,3,0,2,0,380.8,1428.0,1904.0,2856.0,600.0
1736,1682.75,12.25,33.29,135.09,None,3.0,11.61,None,None,169.0,179.0,63.12,3515.0,29,1.41,1.39,16.55,17.32,None,17.76,376.52,375.73,30.77,None,0.65,-0.1,None,5877,15,3,2,1,5,0,391.8,1959.0,2938.5,1175.4,600.0
1737,1683.66,12.25,33.96,135.2,None,2.89,11.24,None,None,169.0,178.9,63.02,3514.99,28,1.41,1.39,16.54,-591.55,None,17.81,377.52,376.73,30.86,None,0.64,-0.1,None,5791,15,3,1,0,2,0,386.1,1930.3,5791.0,2895.5,600.0
1738,1684.56,12.25,33.36,135.08,None,3.01,11.52,None,None,170.0,179.1,62.93,3514.93,28,1.41,1.39,16.54,24.63,None,17.85,378.52,377.73,30.94,None,0.64,-0.1,None,5683,15,3,1,0,2,0,378.9,1894.3,5683.0,2841.5,600.0
1739,1685.46,12.25,33.28,135.19,None,2.9,11.7,None,None,170.0,179.0,62.92,3515.03,28,1.41,1.39,16.54,13.89,None,17.9,379.52,378.73,31.02,None,0.64,-0.1,None,5854,16,3,1,0,2,0,365.9,1951.3,5854.0,2927.0,600.0
1740,1686.36,12.25,34.0,135.15,None,2.94,11.35,None,None,170.0,179.0,62.89,3514.98,29,1.41,1.39,16.54,-2.11,None,17.95,380.52,379.73,31.1,None,0.64,-0.1,None,5744,16,4,1,0,2,0,359.0,1436.0,5744.0,2872.0,600.0
1741,1687.27,12.25,33.68,135.14,None,2.94,11.15,None,None,169.0,179.3,62.79,3515.08,28,1.41,1.39,16.54,-27.26,None,18.0,381.51,380.73,31.18,None,0.64,-0.1,None,5783,16,4,1,0,3,0,361.4,1445.8,5783.0,1927.7,600.0
1742,1688.17,12.25,32.75,135.04,None,3.05,12.06,None,None,170.0,178.9,62.66,3514.96,28,1.41,1.39,16.54,14.36,None,18.04,382.51,381.73,31.26,None,0.65,-0.1,None,5724,15,3,2,0,2,0,381.6,1908.0,2862.0,2862.0,600.0
1743,1689.07,12.25,24.67,133.66,None,4.43,11.93,None,None,169.0,179.0,62.63,3514.99,28,1.41,1.39,16.52,19.58,None,18.09,383.51,382.73,31.35,None,0.74,-0.1,None,5660,15,3,2,0,2,0,377.3,1886.7,2830.0,2830.0,600.0
1744,1689.97,12.25,31.66,134.84,None,3.24,11.5,None,None,169.0,178.9,62.52,3515.0,28,1.41,1.39,16.51,24.5,None,18.14,384.51,383.73,31.43,None,0.66,-0.1,None,5484,14,3,1,0,2,0,391.7,1828.0,5484.0,2742.0,600.0
1745,1690.88,12.25,31.83,134.9,None,3.19,11.94,None,None,169.0,178.4,62.38,3514.83,28,1.41,1.39,16.5,16.48,None,18.19,385.51,384.73,31.51,None,0.66,-0.1,None,5732,16,3,2,0,2,0,358.3,1910.7,2866.0,2866.0,600.0
1746,1691.78,12.25,30.59,134.53,None,3.55,12.04,None,None,169.0,178.6,62.25,3514.91,28,1.41,1.39,16.51,-54.77,None,18.23,386.51,385.73,31.59,None,0.68,-0.1,None,5718,14,3,2,0,3,0,408.4,1906.0,2859.0,1906.0,600.0
1747,1692.68,12.25,9.56,136.78,None,2.24,9.87,None,None,169.0,180.2,61.03,3515.08,28,1.41,1.39,16.41,-2.77,None,18.28,387.51,386.73,31.67,None,0.78,-0.1,None,5268,14,3,1,0,3,0,376.3,1756.0,5268.0,1756.0,600.0
1748,1693.59,12.25,9.31,137.06,None,2.2,9.84,None,None,169.0,180.0,60.16,3514.74,28,1.41,1.39,16.41,-6.18,None,18.33,388.51,387.72,31.76,None,0.78,-0.1,None,2081,7,2,1,0,2,0,297.3,1040.5,2081.0,1040.5,600.0
1749,1694.49,12.25,12.45,136.91,None,2.35,10.15,None,None,169.0,179.5,59.97,3514.71,28,1.41,1.39,16.42,-36.25,None,18.37,389.51,388.72,31.84,None,0.75,-0.1,None,2448,7,2,1,0,2,0,349.7,1224.0,2448.0,1224.0,600.0
1750,1695.39,12.25,16.21,136.91,None,2.35,10.53,None,None,169.0,179.9,59.88,3514.75,28,1.41,1.39,16.41,3.88,None,18.42,390.51,389.72,31.92,None,0.71,-0.1,None,2617,8,2,1,0,2,0,327.1,1308.5,2617.0,1308.5,600.0
1751,1696.29,12.25,10.52,137.47,None,1.78,10.01,None,None,170.0,181.9,61.44,3515.1,28,1.41,1.32,16.27,-856.98,None,18.47,391.51,390.72,32.0,None,0.74,-0.1,None,23895,8,2,2,1,2,1,2986.9,11947.5,11947.5,11947.5,600.39
1752,1697.2,12.25,16.08,137.04,None,2.21,10.89,None,None,169.0,187.6,66.21,3515.99,27,1.41,1.36,15.84,-68.26,None,18.52,392.51,391.72,32.08,None,0.71,-0.1,None,1612,5,1,0,0,7,0,322.4,1612.0,None,230.3,600.39
1753,1698.1,12.25,22.6,136.69,None,2.56,11.28,None,None,169.0,187.4,65.77,3516.02,27,1.41,1.04,15.83,-140.35,None,18.56,393.51,392.72,32.16,None,0.68,-0.1,None,1612,5,1,0,0,1,0,322.4,1612.0,None,1612.0,600.39
1754,1699.0,12.25,26.33,136.65,None,2.6,11.04,None,None,170.0,187.4,65.83,3516.01,27,1.41,1.4,15.79,2.28,None,18.61,394.51,393.72,32.25,None,0.66,-0.1,None,1735,5,1,0,0,1,0,347.0,1735.0,None,1735.0,600.39
1755,1699.9,12.25,26.08,136.18,None,2.71,11.79,None,None,170.0,187.4,66.15,3515.95,27,1.41,1.4,15.83,6.74,None,18.66,395.51,394.72,32.33,None,0.67,-0.1,None,3013,6,1,0,0,1,0,502.2,3013.0,None,3013.0,600.39
1756,1700.81,12.25,25.72,136.32,None,2.18,11.54,None,None,169.0,186.8,66.29,3515.99,28,1.41,1.4,15.87,-34.66,None,18.7,396.51,395.72,32.41,None,0.64,-0.1,None,4478,10,1,0,0,2,0,447.8,4478.0,None,2239.0,600.39
1757,1701.71,12.25,26.76,136.61,None,1.89,11.25,None,None,170.0,187.1,66.33,3515.99,28,1.41,1.4,15.89,5.21,None,18.75,397.51,396.72,32.49,None,0.62,-0.1,None,4693,10,2,0,0,1,0,469.3,2346.5,None,4693.0,600.39
1758,1702.62,12.25,30.9,136.38,None,2.13,11.54,None,None,169.0,187.3,66.32,3515.97,28,1.41,1.4,15.88,19.79,None,18.8,398.51,397.72,32.57,None,0.61,-0.1,None,4848,11,2,0,0,1,0,440.7,2424.0,None,4848.0,600.39
1759,1703.52,12.25,31.32,136.23,None,2.26,11.61,None,None,169.0,187.1,66.32,3515.97,28,1.41,1.4,15.88,-4.63,None,18.85,399.51,398.72,32.66,None,0.62,-0.1,None,5128,11,2,0,0,1,0,466.2,2564.0,None,5128.0,600.39
1760,1704.42,12.25,31.16,136.16,None,2.34,11.73,None,None,169.0,187.3,66.34,3515.9,28,1.41,1.4,15.85,16.24,None,18.89,400.51,399.72,32.74,None,0.62,-0.1,None,5425,12,2,0,0,1,0,452.1,2712.5,None,5425.0,600.39
1761,1705.32,12.25,30.45,135.81,None,2.69,12.06,None,None,169.0,187.4,66.4,3515.9,28,1.41,1.4,15.87,6.79,None,18.94,401.5,400.72,32.82,None,0.64,-0.1,None,5540,12,2,0,0,1,0,461.7,2770.0,None,5540.0,600.39
1762,1706.23,12.25,29.17,135.32,None,3.18,12.62,None,None,169.0,187.2,66.38,3515.92,28,1.41,1.4,15.87,-14.62,None,18.99,402.5,401.71,32.9,None,0.67,-0.1,None,5572,11,2,0,0,1,0,506.5,2786.0,None,5572.0,600.39
