DEPT,DVER,BDIA,ROPA,HKLA,HKLX,WOBA,TQA,TQX,RPMA,RPMB,SPPA,TVA,MFIA,MFOA,MDIA,MDOA,MTIA,MTOA,ECDT,BDTI,BDDI,BRVC,TCTI,FPPG,DXC,GASX,HSX,MTHA,ETHA,PRPA,IBTA,NBTA,IPNA,NPNA,C1C2,C1C3,C1C4,C1C5,LITH
257,257.0,17.5,9.82,100.88,None,5.2,3.7,None,None,22.0,93.8,None,3066.55,None,1.28,None,17.02,None,None,0.02,2.1,0.4,0.04,None,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None
258,258.0,17.5,17.99,94.48,None,0.8,3.01,None,None,39.0,82.9,None,3493.36,None,1.28,None,17.96,None,None,0.04,3.1,0.8,0.09,None,0.49,None,None,None,None,None,None,None,None,None,None,None,None,None,None
259,259.0,17.5,17.59,94.58,None,0.68,2.72,None,None,39.0,82.2,None,3493.37,None,1.28,None,17.98,None,None,0.07,4.1,1.19,0.13,None,0.59,None,None,None,None,None,None,None,None,None,None,None,None,None,None
260,260.0,17.5,9.58,95.21,None,0.76,2.02,None,None,39.0,81.1,None,3493.38,None,1.28,None,17.99,None,None,0.09,5.1,1.59,0.17,None,1.04,None,None,None,None,None,None,None,None,None,None,None,None,None,None
261,261.0,17.5,9.67,95.3,None,1.14,2.02,None,None,39.0,81.0,None,3493.77,None,1.28,None,18.07,None,None,0.11,6.1,1.99,0.21,None,0.58,None,None,None,None,None,None,None,None,None,None,None,None,None,None
262,262.0,17.5,16.75,95.07,None,1.37,2.7,None,None,39.0,82.1,None,3493.93,None,1.28,None,18.09,None,None,0.13,7.1,2.39,0.26,None,0.52,None,None,None,None,None,None,None,None,None,None,None,None,None,None
263,263.0,17.5,15.87,95.06,None,1.38,2.56,None,None,39.0,82.0,None,3493.63,None,1.28,None,18.1,None,None,0.16,8.1,2.78,0.3,None,0.53,None,None,None,None,None,None,None,None,None,None,None,None,None,None
264,264.0,17.5,16.97,94.61,None,1.83,2.78,None,None,39.0,81.9,None,3493.61,None,1.28,None,18.12,None,None,0.18,9.1,3.18,0.34,None,0.55,None,None,None,None,None,None,None,None,None,None,None,None,None,None
265,265.0,17.5,16.84,94.04,None,2.41,3.2,None,None,40.0,81.3,None,3493.26,None,1.28,None,18.13,None,None,0.2,10.09,3.58,0.38,None,0.58,None,None,None,None,None,None,None,None,None,None,None,None,None,None
266,266.0,17.5,17.53,95.1,None,1.37,1.36,None,None,91.67,39.2,None,1938.05,None,1.28,None,18.14,None,None,0.22,11.09,3.98,0.43,None,0.18,None,None,None,None,None,None,None,None,None,None,None,None,None,None
267,267.0,17.5,92.17,1.16,None,2.89,0.0,None,None,64.27,2.9,None,3076.0,None,1.28,None,17.5,None,None,0.25,12.09,4.37,0.47,None,0.48,None,None,None,None,None,None,None,None,None,None,None,None,None,None
268,268.0,17.5,18.5,94.38,None,3.39,0.16,None,None,92.67,64.9,None,3075.54,None,1.28,None,17.57,None,None,0.27,13.09,4.77,0.51,None,0.39,None,None,None,None,None,None,None,None,None,None,None,None,None,None
269,269.0,17.5,12.21,93.92,None,3.85,0.01,None,None,93.0,65.4,None,3115.82,None,1.28,None,17.63,None,None,0.29,14.09,5.17,0.55,None,0.83,None,None,None,None,None,None,None,None,None,None,None,None,None,None
270,270.0,17.5,15.51,93.46,None,4.31,0.01,None,None,94.0,66.0,None,3156.1,None,1.28,None,17.65,None,None,0.31,15.09,5.57,0.6,None,0.82,None,None,None,None,None,None,None,None,None,None,None,None,None,None
271,271.0,17.5,15.81,93.44,None,4.33,0.01,None,None,94.0,66.2,None,3157.2,None,1.28,None,17.67,None,None,0.34,16.09,5.96,0.64,None,0.81,None,None,None,None,None,None,None,None,None,None,None,None,None,None
272,272.0,17.5,16.5,95.0,None,2.77,0.01,None,None,93.0,64.4,None,3115.85,None,1.28,None,17.68,None,None,0.36,17.09,6.36,0.68,None,0.73,None,None,None,None,None,None,None,None,None,None,None,None,None,None
273,273.0,17.5,26.09,95.06,None,2.71,0.01,None,None,93.0,64.3,None,3115.81,None,1.28,None,17.69,None,None,0.38,18.09,6.76,0.72,None,0.66,None,None,None,None,None,None,None,None,None,None,None,None,None,None
274,274.0,17.5,19.8,92.47,None,5.3,0.01,None,None,93.0,67.5,None,3115.85,None,1.28,None,17.7,None,None,0.4,19.09,7.16,0.77,None,0.81,None,None,None,None,None,None,None,None,None,None,None,None,None,None
275,275.0,17.5,10.5,94.36,None,3.42,0.01,None,None,94.0,65.1,None,3134.09,None,1.28,None,17.71,None,None,0.43,20.08,7.56,0.81,None,0.84,None,None,None,None,None,None,None,None,None,None,None,None,None,None
276,276.0,17.5,16.57,93.68,None,4.1,0.01,None,None,93.0,66.0,None,3115.85,None,1.28,None,17.72,None,None,0.45,21.08,7.95,0.85,None,0.79,None,None,None,None,None,None,None,None,None,None,None,None,None,None
277,277.0,17.5,15.78,93.48,None,4.29,0.01,None,None,93.0,72.0,None,3115.84,None,1.28,None,17.74,None,None,0.47,22.08,8.35,0.89,None,0.81,None,None,None,None,None,None,None,None,None,None,None,None,None,None
278,278.0,17.5,19.07,93.82,None,3.95,0.01,None,None,99.0,74.5,None,3311.76,None,1.28,None,17.76,None,None,0.49,23.08,8.75,0.94,None,0.72,None,None,None,None,None,None,None,None,None,None,None,None,None,None
279,279.0,17.5,19.06,93.95,None,3.82,0.01,None,None,100.0,74.8,None,3337.84,None,1.28,None,17.77,None,None,0.51,24.08,9.15,0.98,None,0.72,None,None,None,None,None,None,None,None,None,None,None,None,None,None
280,280.0,17.5,18.62,93.91,None,3.86,0.01,None,None,100.0,74.9,None,3337.83,None,1.28,None,17.78,None,None,0.54,25.08,9.54,1.02,None,0.72,None,None,None,None,None,None,None,None,None,None,None,None,None,None
281,281.0,17.5,18.45,93.85,None,3.92,0.01,None,None,101.0,75.0,None,3337.8,None,1.28,None,17.78,None,None,0.56,26.08,9.94,1.06,None,0.73,None,None,None,None,None,None,None,None,None,None,None,None,None,None
282,282.0,17.5,25.5,93.18,None,4.59,4.34,None,None,130.0,76.1,None,3337.84,None,1.28,None,17.79,None,None,0.58,27.08,10.34,1.11,None,0.74,None,None,None,None,None,None,None,None,None,None,None,None,None,None
283,283.0,17.5,32.46,93.13,None,4.64,4.79,None,None,130.0,76.3,None,3337.82,None,1.28,None,17.8,None,None,0.6,28.08,10.74,1.15,None,0.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None
284,284.0,17.5,29.64,92.47,None,5.3,5.62,None,None,130.0,76.5,None,3337.84,None,1.28,None,17.8,None,None,0.63,29.08,11.13,1.19,None,0.73,None,None,None,None,None,None,None,None,None,None,None,None,None,None
285,285.0,17.5,29.88,92.56,None,5.21,5.93,None,None,130.0,76.7,None,3337.84,None,1.28,None,17.8,None,None,0.65,30.07,11.53,1.23,None,0.73,None,None,None,None,None,None,None,None,None,None,None,None,None,None
286,286.0,17.5,32.75,92.51,None,5.26,5.09,None,None,130.0,76.6,None,3337.84,None,1.28,None,17.8,None,None,0.67,31.07,11.93,1.28,None,0.72,None,None,None,None,None,None,None,None,None,None,None,None,None,None
287,287.0,17.5,30.02,92.99,None,4.78,3.91,None,None,130.0,75.9,None,3337.84,None,1.28,None,17.81,None,None,0.69,32.07,12.33,1.32,None,0.72,None,None,None,None,None,None,None,None,None,None,None,None,None,None
288,288.0,17.5,32.67,94.02,None,3.75,2.72,None,None,130.0,74.4,None,3337.84,None,1.28,None,17.8,None,None,0.72,33.07,12.72,1.36,None,0.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None
289,289.0,17.5,34.09,93.64,None,4.13,3.9,None,None,130.0,75.1,None,3337.82,None,1.28,None,17.8,None,None,0.74,34.07,13.12,1.4,None,0.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None
290,290.0,17.5,32.59,92.86,None,4.92,4.31,None,None,130.0,75.8,None,3337.77,None,1.28,None,17.8,None,None,0.76,35.07,13.52,1.45,None,0.71,None,None,None,None,None,None,None,None,None,None,None,None,None,None
291,291.0,17.5,33.52,93.48,None,4.3,4.28,None,None,130.0,75.4,None,3337.79,None,1.28,None,17.8,None,None,0.78,36.07,13.92,1.49,None,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None
292,292.0,17.5,34.32,94.32,None,3.45,3.16,None,None,130.0,73.8,None,3337.82,None,1.28,None,17.8,None,None,0.81,37.07,14.32,1.53,None,0.65,None,None,None,None,None,None,None,None,None,None,None,None,None,None
293,293.0,17.5,33.08,93.11,None,4.66,3.73,None,None,130.0,78.0,None,3337.82,None,1.28,None,17.82,None,None,0.83,38.07,14.71,1.58,None,0.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None
294,294.0,17.5,27.63,92.77,None,5.0,4.62,None,None,130.0,82.4,None,3337.78,None,1.28,None,17.82,None,None,0.85,39.07,15.11,1.62,None,0.74,None,None,None,None,None,None,None,None,None,None,None,None,None,None
295,295.0,17.5,30.62,93.29,None,4.48,4.76,None,None,130.0,76.2,None,3337.8,None,1.28,None,17.82,None,None,0.87,40.06,15.51,1.66,None,0.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None
296,296.0,17.5,20.35,94.56,None,3.22,2.84,None,None,137.0,73.4,None,3337.8,None,1.28,None,17.85,None,None,0.89,41.06,15.91,1.7,None,0.73,None,None,None,None,None,None,None,None,None,None,None,None,None,None
297,297.0,17.5,32.21,94.44,None,3.33,3.19,None,None,140.0,73.9,None,3337.8,None,1.28,None,17.86,None,None,0.92,42.06,16.3,1.75,None,0.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None
298,297.99,17.5,32.31,94.8,None,2.97,3.19,None,None,140.0,72.8,None,3337.78,None,1.28,None,17.86,None,None,0.94,43.06,16.7,1.79,None,0.65,None,None,None,None,None,None,None,None,None,None,None,None,None,None
299,298.99,17.5,32.54,95.61,None,2.16,2.62,None,None,140.0,72.0,None,3337.78,None,1.28,None,17.85,None,None,0.96,44.06,17.1,1.83,None,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None
300,299.99,17.5,31.37,93.7,None,4.07,4.04,None,None,140.0,75.1,None,3337.68,None,1.28,None,17.86,None,None,0.98,45.06,17.5,1.87,None,0.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None
301,300.98,17.5,30.46,95.31,None,2.47,2.55,None,None,140.0,72.6,None,3337.66,None,1.28,None,17.86,None,None,1.01,46.06,17.89,1.92,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
302,301.99,17.5,4.03,92.17,None,6.4,1.47,None,None,68.0,45.7,None,2085.16,None,1.28,None,17.8,None,None,1.03,47.06,18.29,1.96,None,1.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
303,302.99,17.5,5.82,97.52,None,1.26,0.0,None,None,100.0,71.7,None,3337.44,None,1.28,None,17.86,None,None,1.05,48.06,18.69,2.0,None,0.74,None,None,None,None,None,None,None,None,None,None,None,None,None,None
304,304.0,17.5,11.76,97.84,None,0.94,0.01,None,None,93.0,65.5,None,3083.79,None,1.28,None,17.89,None,None,1.07,49.06,19.09,2.04,None,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None
305,304.98,17.5,6.07,90.93,None,7.85,0.01,None,None,33.0,25.4,None,1144.26,None,1.28,None,17.74,None,None,1.1,50.05,19.48,2.09,None,0.84,None,None,None,None,None,None,None,None,None,None,None,None,None,None
306,306.0,17.5,44.6,96.27,None,2.15,0.01,None,None,103.0,77.3,None,3448.63,None,1.28,None,17.9,None,None,1.12,51.05,19.88,2.13,None,0.53,None,None,None,None,None,None,None,None,None,None,None,None,None,None
307,306.99,17.5,49.48,95.73,None,2.09,0.01,None,None,103.0,78.5,None,3448.35,None,1.28,None,17.9,None,None,1.14,52.05,20.28,2.17,None,0.51,None,None,None,None,None,None,None,None,None,None,None,None,None,None
308,307.98,17.5,53.0,95.72,None,2.11,0.01,None,None,103.0,78.4,None,3448.42,None,1.28,None,17.9,None,None,1.16,53.05,20.68,2.21,None,0.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None
309,309.0,17.5,68.78,96.71,None,1.11,0.01,None,None,103.0,76.9,None,3448.43,None,1.28,None,17.9,None,None,1.19,54.05,21.08,2.26,None,0.42,None,None,None,None,None,None,None,None,None,None,None,None,None,None
310,310.0,17.5,78.13,97.24,None,0.58,0.01,None,None,103.0,76.2,None,3448.37,None,1.28,None,17.91,None,None,1.21,55.05,21.47,2.3,None,0.42,None,None,None,None,None,None,None,None,None,None,None,None,None,None
311,311.0,17.5,89.88,97.27,None,0.55,0.01,None,None,103.0,76.4,None,3448.57,None,1.28,None,17.91,None,None,1.23,56.05,21.87,2.34,None,0.42,None,None,None,None,None,None,None,None,None,None,None,None,None,None
312,312.0,17.5,107.68,97.14,None,0.69,0.01,None,None,103.0,76.2,None,3448.48,None,1.28,None,17.91,None,None,1.25,57.05,22.27,2.38,None,0.42,None,None,None,None,None,None,None,None,None,None,None,None,None,None
313,313.0,17.5,116.05,97.09,None,0.73,0.01,None,None,103.0,76.3,None,3448.79,None,1.28,None,17.91,None,None,1.28,58.05,22.67,2.43,None,0.42,None,None,None,None,None,None,None,None,None,None,None,None,None,None
314,314.0,17.5,124.15,97.07,None,0.75,0.01,None,None,103.0,76.8,None,3448.68,None,1.28,None,17.91,None,None,1.3,59.05,23.06,2.47,None,0.42,None,None,None,None,None,None,None,None,None,None,None,None,None,None
315,315.0,17.5,135.1,97.05,None,0.79,0.01,None,None,103.0,77.5,None,3448.39,None,1.28,None,17.91,None,None,1.32,60.04,23.46,2.51,None,0.42,None,None,None,None,None,None,None,None,None,None,None,None,None,None
316,316.0,17.5,142.5,97.0,None,0.84,0.01,None,None,103.0,77.6,None,3448.78,None,1.28,None,17.91,None,None,1.34,61.04,23.86,2.55,None,0.42,None,None,None,None,None,None,None,None,None,None,None,None,None,None
317,317.0,17.5,39.52,96.64,None,1.19,0.82,None,None,125.0,79.4,None,3448.44,None,1.28,None,17.93,None,None,1.36,62.04,24.26,2.6,None,0.52,None,None,None,None,None,None,None,None,None,None,None,None,None,None
318,318.0,17.5,121.37,96.93,None,0.93,1.8,None,None,143.0,80.3,None,3448.45,None,1.28,None,17.95,None,None,1.39,63.04,24.65,2.64,None,0.52,None,None,None,None,None,None,None,None,None,None,None,None,None,None
319,318.99,17.5,140.38,97.9,None,0.33,1.61,None,None,143.0,79.0,None,3448.27,None,1.28,None,17.95,None,None,1.41,64.04,25.05,2.68,None,0.38,None,None,None,None,None,None,None,None,None,None,None,None,None,None
320,320.0,17.5,144.5,97.18,None,0.81,1.93,None,None,143.0,78.8,None,3448.57,None,1.28,None,17.95,None,None,1.43,65.04,25.45,2.72,None,0.36,None,None,None,None,None,None,None,None,None,None,None,None,None,None
321,321.0,17.5,193.5,97.09,None,0.95,1.4,None,None,143.0,78.7,None,3448.34,None,1.28,None,17.94,None,None,1.45,66.04,25.85,2.77,None,0.34,None,None,None,None,None,None,None,None,None,None,None,None,None,None
322,321.99,17.5,163.12,96.87,None,1.05,1.05,None,None,143.0,79.4,None,3448.17,None,1.28,None,17.94,None,None,1.48,67.04,26.24,2.81,None,0.35,None,None,None,None,None,None,None,None,None,None,None,None,None,None
323,323.0,17.5,186.77,97.74,None,0.37,2.0,None,None,143.0,81.0,None,3448.41,None,1.28,None,17.95,None,None,1.5,68.04,26.64,2.85,None,0.35,None,None,None,None,None,None,None,None,None,None,None,None,None,None
324,323.97,17.5,188.94,98.59,None,0.05,1.5,None,None,143.0,81.3,None,3448.34,None,1.28,None,17.95,None,None,1.52,69.04,27.04,2.89,None,0.35,None,None,None,None,None,None,None,None,None,None,None,None,None,None
325,325.0,17.5,184.04,97.15,None,0.94,1.37,None,None,143.0,81.7,None,3448.35,None,1.28,None,17.95,None,None,1.54,70.03,27.44,2.94,None,0.35,None,None,None,None,None,None,None,None,None,None,None,None,None,None
326,325.99,17.5,220.69,98.93,None,0.01,1.28,None,None,143.0,79.5,None,3448.62,None,1.28,None,17.95,None,None,1.57,71.03,27.84,2.98,None,0.35,None,None,None,None,None,None,None,None,None,None,None,None,None,None
327,327.0,17.5,69.83,92.6,None,5.29,4.33,None,None,143.0,83.5,None,3448.53,None,1.28,None,17.95,None,None,1.59,72.03,28.23,3.02,None,0.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None
328,328.0,17.5,32.94,92.82,None,5.0,3.99,None,None,143.0,82.1,None,3448.26,None,1.28,None,17.95,None,None,1.61,73.03,28.63,3.07,None,0.72,None,None,None,None,None,None,None,None,None,None,None,None,None,None
329,328.99,17.5,33.92,93.94,None,3.89,3.51,None,None,143.0,81.0,None,3448.32,None,1.28,None,17.95,None,None,1.63,74.03,29.03,3.11,None,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None
330,329.98,17.5,33.73,94.06,None,3.77,3.82,None,None,143.0,80.9,None,3448.48,None,1.28,None,17.96,None,None,1.66,75.03,29.43,3.15,None,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None
331,330.97,17.5,33.56,93.91,None,3.92,3.58,None,None,143.0,80.6,None,3448.25,None,1.28,None,17.96,None,None,1.68,76.03,29.82,3.19,None,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None
332,331.99,17.5,32.13,93.8,None,4.03,3.91,None,None,143.0,80.3,None,3448.26,None,1.28,None,17.96,None,None,1.7,77.03,30.22,3.24,None,0.69,None,None,None,None,None,None,None,None,None,None,None,None,None,None
333,332.98,17.5,33.31,94.16,None,3.66,3.52,None,None,143.0,80.2,None,3448.36,None,1.28,None,17.96,None,None,1.72,78.03,30.62,3.28,None,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None
334,333.99,17.5,32.88,94.33,None,3.49,3.31,None,None,143.0,79.9,None,3448.39,None,1.28,None,17.97,None,None,1.75,79.03,31.02,3.32,None,0.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None
335,334.98,17.5,32.84,94.34,None,3.48,3.48,None,None,143.0,80.3,None,3448.37,None,1.28,None,17.96,None,None,1.77,80.02,31.41,3.36,None,0.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None
336,335.99,17.5,35.21,93.77,None,4.05,3.34,None,None,143.0,80.5,None,3448.4,None,1.28,None,17.96,None,None,1.79,81.02,31.81,3.41,None,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None
337,336.97,17.5,44.07,93.86,None,3.97,3.9,None,None,143.0,80.9,None,3448.47,None,1.28,None,17.96,None,None,1.81,82.02,32.21,3.45,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
338,337.98,17.5,51.5,93.6,None,4.22,4.15,None,None,143.0,81.3,None,3448.33,None,1.28,None,17.95,None,None,1.83,83.02,32.61,3.49,None,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None
339,339.0,17.5,60.13,94.79,None,3.07,4.04,None,None,143.0,80.8,None,3448.47,None,1.28,None,17.97,None,None,1.86,84.02,33.0,3.53,None,0.56,None,None,None,None,None,None,None,None,None,None,None,None,None,None
340,339.97,17.5,49.39,92.87,None,4.97,5.18,None,None,143.0,83.3,None,3448.37,None,1.28,None,17.97,None,None,1.88,85.02,33.4,3.58,None,0.65,None,None,None,None,None,None,None,None,None,None,None,None,None,None
341,340.99,17.5,47.3,92.05,None,5.77,5.44,None,None,143.0,83.4,None,3448.38,None,1.28,None,17.96,None,None,1.9,86.02,33.8,3.62,None,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None
342,341.98,17.5,13.9,94.35,None,3.46,2.59,None,None,143.0,78.4,None,3449.25,None,1.28,None,17.95,None,None,1.92,87.02,34.2,3.66,None,0.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None
343,342.96,17.5,41.45,94.67,None,1.97,0.48,None,None,105.0,84.4,None,3515.05,None,1.28,None,17.82,None,None,1.95,88.02,34.6,3.7,None,0.53,None,None,None,None,None,None,None,None,None,None,None,None,None,None
344,343.98,17.5,50.04,94.28,None,2.35,0.48,None,None,105.0,84.4,None,3514.95,None,1.28,None,17.83,None,None,1.97,89.02,34.99,3.75,None,0.52,None,None,None,None,None,None,None,None,None,None,None,None,None,None
345,344.99,17.5,47.13,94.26,None,2.38,0.48,None,None,105.0,84.2,None,3515.12,None,1.28,None,17.85,None,None,1.99,90.01,35.39,3.79,None,0.53,None,None,None,None,None,None,None,None,None,None,None,None,None,None
346,346.0,17.5,48.86,93.16,None,3.47,0.48,None,None,105.0,84.9,None,3515.1,None,1.28,None,17.86,None,None,2.01,91.01,35.79,3.83,None,0.56,None,None,None,None,None,None,None,None,None,None,None,None,None,None
347,346.97,17.5,48.55,93.67,None,2.96,0.48,None,None,105.0,85.0,None,3515.4,None,1.28,None,17.86,None,None,2.04,92.01,36.19,3.87,None,0.55,None,None,None,None,None,None,None,None,None,None,None,None,None,None
348,347.99,17.5,50.03,94.79,None,1.84,0.48,None,None,105.0,85.1,None,3515.32,None,1.28,None,17.86,None,None,2.06,93.01,36.58,3.92,None,0.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None
349,348.95,17.5,49.54,94.41,None,2.22,0.48,None,None,105.0,84.8,None,3515.3,None,1.28,None,17.86,None,None,2.08,94.01,36.98,3.96,None,0.52,None,None,None,None,None,None,None,None,None,None,None,None,None,None
350,349.95,17.5,52.94,92.96,None,3.67,0.48,None,None,105.0,84.9,None,3515.17,None,1.28,None,17.87,None,None,2.1,95.01,37.38,4.0,None,0.55,None,None,None,None,None,None,None,None,None,None,None,None,None,None
351,350.98,17.5,51.78,91.68,None,4.95,0.48,None,None,105.0,84.4,None,3515.2,None,1.28,None,17.88,None,None,2.13,96.01,37.78,4.04,None,0.59,None,None,None,None,None,None,None,None,None,None,None,None,None,None
352,351.97,17.5,50.99,93.25,None,3.39,0.48,None,None,105.0,84.9,None,3515.28,None,1.28,None,17.88,None,None,2.15,97.01,38.17,4.09,None,0.55,None,None,None,None,None,None,None,None,None,None,None,None,None,None
353,352.97,17.5,50.36,93.11,None,3.53,0.48,None,None,105.0,85.2,None,3515.48,None,1.28,None,17.89,None,None,2.17,98.01,38.57,4.13,None,0.56,None,None,None,None,None,None,None,None,None,None,None,None,None,None
354,353.97,17.5,49.38,94.16,None,2.47,0.48,None,None,105.0,84.9,None,3515.68,None,1.28,None,17.89,None,None,2.19,99.01,38.97,4.17,None,0.53,None,None,None,None,None,None,None,None,None,None,None,None,None,None
355,354.99,17.5,49.34,93.34,None,3.28,0.48,None,None,105.0,84.8,None,3515.55,None,1.28,None,17.89,None,None,2.21,100.0,39.37,4.21,None,0.55,None,None,None,None,None,None,None,None,None,None,None,None,None,None
356,355.96,17.5,50.76,93.88,None,2.76,0.48,None,None,105.0,84.6,None,3515.34,None,1.28,None,17.89,None,None,2.24,101.0,39.76,4.26,None,0.53,None,None,None,None,None,None,None,None,None,None,None,None,None,None
357,356.99,17.5,52.78,94.54,None,2.12,0.48,None,None,105.0,84.3,None,3515.53,None,1.28,None,17.9,None,None,2.26,102.0,40.16,4.3,None,0.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None
358,357.98,17.5,48.28,94.22,None,2.41,0.48,None,None,105.0,84.3,None,3515.46,None,1.28,None,17.91,None,None,2.28,103.0,40.56,4.34,None,0.53,None,None,None,None,None,None,None,None,None,None,None,None,None,None
359,358.98,17.5,54.52,94.18,None,2.46,0.48,None,None,105.0,84.6,None,3515.64,None,1.28,None,17.92,None,None,2.3,104.0,40.96,4.38,None,0.51,None,None,None,None,None,None,None,None,None,None,None,None,None,None
360,359.96,17.5,52.19,94.04,None,2.6,0.48,None,None,105.0,84.5,None,3515.51,None,1.28,None,17.91,None,None,2.33,105.0,41.36,4.43,None,0.52,None,None,None,None,None,None,None,None,None,None,None,None,None,None
361,360.94,17.5,50.4,94.13,None,2.51,0.48,None,None,105.0,84.4,None,3515.47,None,1.28,None,17.92,None,None,2.35,106.0,41.75,4.47,None,0.52,None,None,None,None,None,None,None,None,None,None,None,None,None,None
